code,name,source,category,section,page_pdf,air_g,energy_kcal,protein_g,fat_g,carb_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,thiamin_mg,riboflavin_mg,niacin_mg,vitamin_c_mg,bdd_percent
AP113,Coconut glutinous rice cake (wingko babat),KZGPI-1990,4.1. SEREALIA DAN HASIL OLAHANNYA,composite,21,29.7,355,3.2,15.1,51.4,2.4,0.7,47.0,63.0,1.1,,,,,0.0,,0.0,0.08,0.08,0.0,0.0,100.0
AP114,Glutinous rice sweet candy (yangko),KZGPI-1990,4.1. SEREALIA DAN HASIL OLAHANNYA,composite,21,37.4,254,3.0,1.1,58.1,0.8,0.4,184.0,24.0,2.6,,,,,0.0,,96.0,0.15,,0.0,0.0,100.0
BR002,"Gembili yam, fresh",KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,76.7,76,1.1,0.9,16.0,4.2,0.7,0.0,40.0,0.2,10.0,200.0,0.2,0.3,0.0,0.0,0.0,0.06,0.0,0.9,0.0,85.0
BR003,"Coconut yam, fresh",KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,76.1,89,1.1,0.1,21.0,4.0,0.7,0.0,40.0,0.2,20.0,340.0,0.1,0.2,0.0,0.0,0.0,0.38,0.0,0.9,0.0,85.0
BR004,"Belitung taro, fresh",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,63.1,145,1.2,0.4,34.2,1.5,1.1,26.0,54.0,1.4,6.0,536.1,0.2,0.9,0.0,0.0,0.0,0.1,0.1,2.3,2.0,85.0
BR005,"Jicama (yam bean), fresh",DABM-1964,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,85.1,59,1.4,0.2,12.8,1.0,0.5,15.0,18.0,0.6,2.0,244.3,0.1,0.3,,0.0,,0.04,0.1,0.2,20.0,84.0
BR006,"Bentul taro, fresh",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,75.8,98,1.6,0.7,20.9,0.7,1.8,44.0,66.0,1.5,,195.5,0.2,0.6,0.0,0.0,0.0,0.02,0.1,0.8,0.0,86.0
BR007,"Air potato yam, dried",KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,20.2,322,2.4,0.6,76.6,,0.2,39.0,22.0,2.2,5.0,2.0,0.5,0.2,0.0,0.0,0.0,0.45,0.02,1.0,0.0,100.0
BR008,"Air potato yam, fresh",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,74.4,100,0.9,0.3,23.5,2.1,0.9,79.0,66.0,0.9,8.0,687.2,0.2,0.2,0.0,0.0,0.0,0.23,0.0,0.5,2.0,85.0
BR009,"Queensland arrowroot (canna), fresh",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,79.9,77,0.6,0.2,18.4,0.8,0.9,15.0,67.0,1.0,,,,,0.0,0.0,0.0,0.1,,,9.0,65.0
BR010,"Gembili yam tuber, fresh",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,66.4,131,1.1,0.2,31.3,1.1,1.0,14.0,56.0,0.6,10.0,200.0,0.2,0.3,0.0,0.0,0.0,0.08,0.0,0.9,4.0,85.0
BR011,"Wild yam, fresh",KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,67.9,127,1.2,0.5,29.5,3.4,0.9,30.0,8.0,0.7,3.0,4.0,0.1,0.2,0.0,0.0,0.0,0.3,0.05,0.6,0.0,85.0
BR012,"Kaburan yam, fresh",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,66.5,133,1.0,0.2,32.2,0.7,0.5,65.0,50.0,0.6,10.0,899.2,0.2,0.2,0.0,0.0,0.0,0.01,0.0,0.3,0.0,81.0
BR013,"Potato, fresh",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,83.4,62,2.1,0.2,13.5,0.5,0.8,63.0,58.0,0.7,7.0,396.0,0.4,0.3,0.0,0.0,0.0,0.09,0.1,1.0,21.0,85.0
BR014,"Black potato, fresh",DABM-1964,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,64.0,142,0.9,0.4,33.7,5.4,1.0,34.0,75.0,0.2,22.0,890.3,0.9,0.6,,0.0,,0.02,0.1,2.2,38.0,75.0
BR015,"Keribang yam, fresh",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,67.0,137,1.3,1.1,29.8,0.6,0.8,45.0,56.0,0.8,10.0,885.8,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,83.0
BR016,"Cassava, fresh",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,61.4,154,1.0,0.3,36.8,0.9,0.5,77.0,24.0,1.1,2.0,394.0,0.3,0.4,0.0,0.0,0.0,0.06,0.1,0.5,31.0,85.0
BR017,Grass yam,KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,55.3,181,2.8,1.2,39.8,10.7,0.9,7.0,50.0,3.1,116.0,306.0,1.6,0.9,0.0,0.0,0.0,0.28,0.05,1.5,0.0,85.0
BR018,"Sugar palm sago, dried",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,11.9,355,0.6,1.1,85.6,0.3,0.8,91.0,167.0,2.2,2.0,200.0,0.0,0.3,,,0.0,0.04,0.1,0.5,0.0,100.0
BR019,"Sugar palm sago, fresh",KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,42.5,231,0.6,0.2,56.6,3.2,0.1,20.0,20.0,0.1,7.0,0.0,0.1,0.1,0.0,,0.0,0.2,0.0,0.0,0.0,100.0
BR020,"Cassava sago, fresh",KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,single,23,42.5,230,0.6,0.2,56.5,3.0,0.2,20.0,1.0,0.3,100.0,410.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,100.0
BR022,"Cassava sago, dried",DABM-1964,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,12.0,362,0.5,0.3,86.9,,0.3,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,0.0,100.0
BR023,"Sente taro, fresh",DABM-1964,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,14.0,353,0.7,0.2,84.7,6.6,0.4,11.0,13.0,1.5,30.0,694.6,0.6,2.2,,41.0,,0.05,0.2,2.8,5.0,86.0
BR024,"Elephant foot yam (suweg), fresh",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,80.1,74,1.4,0.1,17.2,1.4,1.2,42.0,46.0,1.3,7.0,400.0,0.1,0.1,0.0,24.0,254.0,0.04,0.0,0.4,2.0,86.0
BR025,"Bogor taro, fresh",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,72.4,108,1.4,0.4,25.0,0.9,0.8,47.0,67.0,0.7,10.0,448.0,0.2,0.7,0.0,0.0,0.0,0.06,0.07,1.0,4.0,85.0
BR026,"Pontianak taro, fresh",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,60.0,163,2.3,0.5,36.4,0.7,0.9,45.0,80.0,1.7,14.0,323.1,0.3,1.0,0.0,0.0,0.0,0.02,0.1,1.3,,83.0
BR027,"Viqueque taro, fresh",KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,70.6,115,1.8,0.5,25.9,8.6,1.2,50.0,220.0,0.9,1.0,70.0,0.3,1.0,0.0,0.0,0.0,0.08,0.1,0.9,,85.0
BR028,"Yellow sweet potato, fresh",KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,72.6,119,0.5,0.4,25.1,4.2,1.0,30.0,40.0,0.4,3.0,1.0,0.1,0.2,0.0,794.0,4948.0,0.06,0.07,0.7,21.0,85.0
BR029,"Sweet potato, fresh",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,78.4,83,1.5,0.2,18.8,0.6,1.1,27.0,162.0,2.1,52.0,320.7,0.1,0.3,0.0,0.0,0.0,0.02,0.0,0.4,0.0,85.0
BR030,"Red sweet potato, fresh",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,61.9,151,1.6,0.3,35.4,0.7,0.6,29.0,74.0,0.7,92.0,565.6,0.3,0.5,0.0,0.0,1208.0,0.13,0.08,0.7,11.0,86.0
BR031,"White sweet potato, fresh",KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,77.8,88,0.4,0.4,20.6,4.0,0.8,30.0,10.0,0.5,2.0,4.0,0.1,0.2,0.0,13.0,264.0,0.25,0.06,0.5,36.0,86.0
BR032,Purple sweet potato,KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,72.5,108,0.5,0.4,25.6,4.2,1.0,30.0,40.0,0.5,1.0,1.0,0.1,0.2,0.0,13.0,0.0,0.09,0.06,0.6,24.0,85.0
BR033,"Water yam (uwi), fresh",BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,69.7,120,2.8,0.5,82.3,2.6,0.9,9.0,42.0,1.3,12.0,412.0,0.3,0.6,,0.0,0.0,0.02,0.5,0.2,4.0,86.0
BP001,"Coconut yam, grilled",KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,73.2,110,1.4,1.1,23.4,4.5,0.7,1.0,46.0,0.2,12.0,230.0,0.2,0.3,0.0,0.0,0.0,1.13,0.0,0.0,0.0,85.0
BP002,"Coconut yam, steamed",KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,75.7,92,1.2,0.3,21.0,4.1,1.8,0.0,42.0,0.2,10.0,209.0,0.2,0.3,0.0,0.0,0.0,0.28,0.0,0.7,0.0,100.0
BP003,"Tali yam, boiled",KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,53.2,182,2.4,0.4,42.2,9.2,1.8,1.0,80.0,0.3,20.0,402.0,0.3,0.6,0.0,0.0,0.0,0.27,0.0,1.3,0.0,100.0
BP004,"Belitung taro, steamed",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,63.1,145,1.2,0.4,34.2,1.0,1.1,21.0,48.0,0.9,7.0,552.6,0.2,0.9,0.0,0.0,0.0,0.08,0.1,2.3,1.0,100.0
BP005,"Bentul taro, steamed",KZGPI-1990 PANGAN,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,24,81.1,71,2.3,0.3,15.4,0.5,0.9,29.0,26.0,0.6,,201.0,0.2,0.6,0.0,0.0,0.0,0.06,0.0,0.0,21.0,100.0
BP007,"Queensland arrowroot, boiled",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,74.1,100,0.8,0.2,23.8,0.9,1.1,15.0,65.0,0.9,,,,,0.0,0.0,0.0,0.04,,,6.0,100.0
BP008,"Cassava, steamed",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,61.5,153,1.2,0.3,36.4,1.3,0.6,56.0,22.0,0.4,2.0,345.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.3,20.0,100.0
BP009,"Elephant foot yam, steamed",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,75.5,93,1.5,0.1,21.9,0.9,1.0,50.0,58.0,0.8,6.0,350.3,0.1,0.1,0.0,0.0,283.0,0.09,0.0,0.3,0.0,100.0
BP010,"Bogor taro, steamed",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,69.2,120,1.5,0.3,28.2,0.7,0.8,31.0,63.0,0.7,11.0,498.0,0.2,0.6,0.0,0.0,0.0,0.05,0.6,0.8,2.0,100.0
BP011,"Yellow sweet potato, steamed",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,74.2,100,0.7,0.3,23.8,1.0,1.0,44.0,46.0,0.4,3.0,0.8,0.1,0.2,0.0,819.0,4427.0,0.0,0.1,0.6,16.0,100.0
BP012,"Purple sweet potato, steamed",KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,58.5,165,0.9,0.2,39.8,1.1,0.6,20.0,23.0,0.8,1.0,0.9,0.1,0.2,0.0,0.0,0.0,0.02,0.1,0.5,0.0,100.0
BP013,Salted coconut sago cookie (bagea),KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,3.5,450,3.2,13.9,78.1,,1.3,38.0,38.0,0.3,74.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,100.0
BP014,Sweet coconut sago cookie (bagea),KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,3.0,452,1.3,13.8,80.6,,1.3,38.0,39.0,0.3,75.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
BP015,Salted canarium nut sago cookie (bagea kenari),KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,2.8,529,3.2,29.1,63.6,,1.3,38.0,40.0,0.4,74.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,100.0
BP016,Sweet canarium nut sago cookie (bagea kenari),KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,3.1,523,3.2,28.2,64.2,,1.3,38.0,39.0,0.3,74.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,100.0
BP017,Sago cookie grade 1 (bagea),KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,7.2,416,6.5,9.4,76.3,0.4,0.6,49.0,77.0,4.9,,,,,13.0,,312.0,0.08,,2.6,0.0,100.0
BP018,Sago cookie grade 2 (bagea),KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,7.9,382,0.3,3.5,87.2,0.9,1.1,172.0,120.0,7.6,,,,,0.0,0.0,0.0,0.02,,,0.0,100.0
BP019,Fortified smart rice (beras cerdas),BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,11.3,350,2.7,1.1,82.3,6.2,2.6,28.0,351.0,2.9,358.0,568.0,0.2,0.9,,0.0,0.0,0.02,0.2,0.3,0.2,100.0
BP020,Queensland arrowroot rice (beras ganyong),BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,9.3,364,3.4,0.7,86.3,4.7,0.5,4.0,47.0,5.0,4.0,72.2,0.2,0.6,,1.0,0.0,0.02,0.02,0.3,0.2,100.0
BP021,Siger cassava rice (beras siger),BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,13.5,344,1.1,0.2,28.3,5.6,0.7,32.0,22.0,5.6,106.0,77.9,0.1,0.5,,0.0,0.0,0.02,0.1,0.2,0.2,100.0
BP022,Jackfruit seeds or salak seeds,KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,40.5,262,2.3,5.4,51.1,8.0,0.7,60.0,80.0,0.8,10.0,2.0,0.6,2.0,0.0,1667.0,,0.1,1.0,,10.0,100.0
BP023,Sago porridge (bubur sagu),KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,62.5,167,0.2,4.0,33.0,,0.3,3.0,3.0,0.1,7.0,0.0,0.1,0.1,0.0,0.0,0.0,9.0,,0.1,0.0,100.0
BP024,Cassava stick snack,KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,5.6,460,0.8,18.7,71.8,1.6,2.7,144.0,58.0,7.5,,,,,0.0,,107.0,0.19,0.07,0.1,0.0,100.0
BP025,Cassava cake chips (ceriping getuk),KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,7.2,462,1.2,20.7,67.7,0.6,3.2,1248.0,172.0,8.8,,,,,0.0,,152.0,0.29,0.02,0.5,0.0,100.0
BP026,Dried fermented cassava (gatot),BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,25,12.8,347,1.3,0.7,83.8,5.8,1.4,78.0,44.0,17.1,28.0,242.0,0.2,0.7,,0.0,0.0,0.02,0.1,0.4,0.2,100.0
BP029,Cassava cake (getuk singkong),KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,49.8,204,0.5,1.4,47.4,0.8,1.1,97.0,52.0,1.5,,,,,0.0,,208.0,0.08,,0.1,0.0,100.0
BP030,Cassava porridge (gurandil),KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,47.5,218,0.5,2.5,48.5,3.1,1.0,50.0,25.0,2.8,,,,,,,0.0,0.19,,,0.0,100.0
BP031,Sago palm leaf snack (kabuto),KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,58.9,250,2.6,2.5,35.4,1.8,0.6,35.0,49.0,1.1,2.0,218.0,,,,0.0,0.0,0.1,0.1,0.6,,100.0
BP032,Sago ball soup (kapurung),KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,79.6,41,2.0,0.3,7.8,2.0,0.6,34.0,12.0,0.3,185.0,566.0,0.1,0.3,0.0,213.0,,0.12,0.25,2.7,15.0,100.0
BP033,Fried cassava crackers,KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,3.7,464,1.2,18.6,73.0,1.3,3.5,82.0,52.0,3.4,,,,,,,3320.0,0.34,,,0.0,100.0
BP034,Cassava noodle snack (keremes),KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,6.7,475,1.6,25.2,64.4,2.1,2.1,153.0,88.0,1.0,,,,,0.0,,1000.0,0.0,,,0.0,100.0
BP035,Air potato chips,KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,4.0,446,2.8,14.5,76.0,1.7,2.8,147.0,52.0,1.9,,,,,0.0,0.0,0.0,0.95,,,0.0,100.0
BP036,Potato chips,KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,7.8,448,2.7,18.8,67.1,3.8,3.6,25.0,130.0,1.2,712.0,406.0,1.1,,,15.0,,0.1,0.05,2.8,0.0,100.0
BP037,Cassava chips,KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,4.2,478,0.9,20.7,72.0,2.0,2.2,189.0,101.0,1.9,,,,,0.0,0.0,0.0,0.24,,,0.0,100.0
BP038,Seasoned cassava chips,KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,2.2,481,2.2,19.7,73.6,1.6,2.3,156.0,103.0,1.6,,,,,0.0,,80.0,0.31,,,0.0,100.0
BP039,Sweet potato chips,KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,6.0,486,0.2,23.9,67.6,14.3,2.3,68.0,92.0,0.9,52.0,2.0,0.7,2.3,0.0,920.0,,0.1,0.1,0.5,0.0,100.0
BP040,Fried squid crackers,KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,3.4,444,6.9,14.6,71.3,5.0,3.8,47.0,375.0,1.8,837.0,191.0,0.1,0.3,,,,0.4,0.1,1.8,0.0,100.0
BP041,"Fish kemplang cracker, raw",KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,14.2,325,1.8,0.4,78.5,4.5,5.1,59.0,268.0,2.3,1123.0,273.0,0.2,0.5,32.0,0.0,,0.6,0.1,2.3,0.0,100.0
BP042,Fried fish kemplang cracker,KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,5.8,504,5.6,28.1,57.1,0.3,3.4,50.0,94.0,2.9,,,,,6.0,,280.0,0.31,,,0.0,100.0
BP043,Grilled fish kemplang cracker,KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,9.4,356,9.7,1.1,76.9,1.0,3.0,62.0,129.0,2.9,,,,,7.0,,280.0,0.36,,,0.0,100.0
BP044,Fried yellow noodle cracker,KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,7.2,476,0.1,21.1,71.3,4.2,0.3,57.0,36.0,4.6,,109.0,0.1,0.2,0.0,,333.0,0.22,0.0,0.9,0.0,100.0
BP045,Fried shrimp cracker,KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,4.4,477,4.7,20.5,68.5,5.0,1.9,24.0,188.0,0.9,449.0,109.0,0.1,0.2,,0.0,,0.2,0.0,0.9,0.0,100.0
BP046,Mung bean flour cookie (kue bangket),KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,16.1,338,1.5,1.2,80.3,,0.9,34.0,35.0,0.3,67.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,,100.0
BP047,Cassava steamed cup cake (putu singkong),KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,44.2,217,1.2,0.5,53.2,2.4,0.9,48.0,68.0,1.5,3.0,305.0,,,,0.0,0.0,0.1,0.1,0.8,,100.0
BP048,Twisted cassava cake cracker (lanting),KZGPI-1990 PANGAN,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,26,4.2,422,0.9,10.8,80.4,1.4,3.8,206.0,104.0,3.6,,,,,0.0,,0.0,0.43,,,0.0,100.0
BP051,Sago noodle,BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,52.8,190,0.2,0.4,46.5,1.4,0.1,8.0,7.0,0.3,10.0,2.6,0.1,0.0,,2.0,0.0,0.0,0.4,0.0,0.2,100.0
BP052,Sago pudding cake (ongol-ongol),KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,75.3,111,0.3,2.7,21.2,0.3,0.5,79.0,15.0,1.7,,,,,0.0,,0.0,0.06,,,0.0,100.0
BP053,Fermented cassava food (oyek),BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,12.6,351,0.9,0.9,84.9,4.3,0.7,60.0,36.0,2.1,5.0,229.0,0.1,0.5,,0.0,0.0,0.02,0.02,0.5,0.2,100.0
BP054,Sago papeda porridge,KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,84.8,61,0.2,0.1,14.9,0.5,0.1,3.0,1.0,0.2,4.0,20.0,0.1,0.1,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0
BP055,Sweet potato and rice blend (rasbi),BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,11.1,394,2.2,8.8,76.6,6.8,1.3,68.0,76.0,1.6,165.0,388.0,0.4,0.4,,0.0,0.0,0.02,0.3,1.2,0.2,100.0
BP056,Cassava and rice blend (rasi),BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,12.6,350,0.9,0.4,85.7,14.4,0.5,42.0,21.0,1.5,8.0,14.0,0.3,0.5,,0.0,0.0,0.02,0.02,0.4,0.2,100.0
BP057,Baked sago bread (sagu forno),KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,31.5,291,0.5,4.0,63.4,,0.6,10.0,20.0,0.8,40.0,50.0,0.1,0.2,0.0,0.0,0.0,,,,0.0,100.0
BP058,Coconut sago cake (sagon),BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,4.3,452,2.8,14.8,76.8,1.1,0.7,15.0,39.0,1.1,182.0,52.7,0.04,0.8,,1220.0,0.0,0.32,0.04,0.1,0.2,100.0
BP059,Sweet sago,KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,32.6,287,0.5,3.9,62.4,,0.6,8.0,17.0,0.7,34.0,42.0,0.1,0.2,0.0,0.0,0.0,,,,0.0,100.0
BP060,Rendang spiced sago,BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,8.2,364,0.1,0.2,90.5,1.9,1.0,13.0,9.0,3.9,42.0,15.1,0.1,0.1,,0.0,0.0,0.02,0.6,0.8,0.2,100.0
BP061,Roasted sago flour (sinole),KZGMI-2001,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,22.0,354,0.8,8.3,68.9,,0.1,10.0,30.0,0.8,30.0,11.0,0.2,0.3,0.0,0.0,0.0,,,,0.0,100.0
BP062,Kebumen taro crispy snack (serimping),KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,4.8,478,2.5,21.2,69.2,1.7,2.3,112.0,118.0,2.3,,,,,0.0,,0.0,0.25,,,0.0,100.0
BP063,Fermented cassava (tapai singkong),KZGPI-1990,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,57.4,169,1.4,0.3,40.2,2.0,0.7,21.0,34.0,0.8,,,,,0.0,0.0,0.0,0.0,,,9.0,100.0
BP064,Arrowroot flour,DABM-1964,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,13.6,355,0.7,0.2,85.2,0.4,0.3,8.0,22.0,1.5,2.0,10.7,0.0,0.1,,20.0,3.0,0.09,0.0,0.0,0.0,100.0
BP065,Queensland arrowroot flour,BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,13.6,353,0.8,1.7,83.6,0.7,0.3,4.0,31.0,3.3,3.0,63.5,0.1,0.3,,0.0,0.0,0.02,0.0,0.9,1.0,100.0
BP066,Dried cassava flour (gaplek),BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,13.0,345,2.4,0.4,83.1,6.7,1.1,18.0,95.0,1.5,6.0,55.0,0.4,1.2,,1.0,0.0,0.3,0.2,0.1,0.2,100.0
BP067,"Potato flour, dried",DABM-1964,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,13.0,347,0.3,0.1,85.6,0.4,1.0,20.0,30.0,0.5,51.0,156.3,0.2,0.5,,0.0,0.0,0.04,0.0,0.4,0.0,100.0
BP068,Modified cassava flour (mocaf),BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,11.9,350,1.2,0.6,85.0,6.0,1.3,60.0,64.0,15.8,8.0,403.0,0.1,0.6,,0.0,0.0,0.02,0.02,0.7,1.7,100.0
BP069,Sente taro flour,BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,15.3,326,4.0,0.4,76.7,8.5,3.6,41.0,141.0,3.5,14.0,1602.0,0.4,1.4,,0.0,0.0,0.02,0.2,7.7,0.2,100.0
BP070,Cassava flour or tapioca starch,DABM-1964,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,9.1,363,1.1,0.5,88.2,0.9,1.1,84.0,125.0,1.0,1.0,7.1,0.0,0.1,,0.0,,0.04,0.0,0.4,0.0,100.0
BP071,Beneng taro flour,BKP,4.2. UMBI BERPATI DAN HASIL OLAHANNYA,composite,27,12.2,332,5.7,0.6,76.1,12.2,5.5,59.0,302.0,10.7,7.0,1404.0,0.8,6.2,,0.0,0.0,0.02,0.1,0.3,0.2,100.0
